epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.7174,0.61592,0.94141,1.03399,0.93327,0.96456,0.98212,0.83875,0.52994,0.80406,0.95172,0.000548055,0.000548055,0.000548055
2,35.4194,0.71441,1.01775,1.07925,0.94867,0.92365,0.98051,0.83631,0.57017,0.89197,0.963,0.00108187,0.00108187,0.00108187
3,52.9783,0.70179,0.9879,1.06705,0.89221,0.87669,0.93799,0.79929,0.56816,0.88517,0.96716,0.00159368,0.00159368,0.00159368
4,69.9061,0.67572,1.06547,1.05886,0.9702,0.96552,0.99098,0.8555,0.54249,0.75526,0.93521,0.00156798,0.00156798,0.00156798
5,86.5421,0.72177,1.03677,1.07678,0.8993,0.92382,0.96939,0.80408,0.60246,0.89362,0.95784,0.00153497,0.00153497,0.00153497
6,104.068,0.71828,0.99561,1.10235,0.97028,0.98768,0.99137,0.86895,0.53203,0.74281,0.93605,0.00150197,0.00150197,0.00150197
7,121.238,0.67389,0.90942,1.05524,0.98415,0.99015,0.99361,0.87082,0.5153,0.69761,0.92387,0.00146896,0.00146896,0.00146896
8,138.465,0.66509,0.89347,1.04896,0.9678,0.99015,0.99199,0.83767,0.5748,0.75076,1.00628,0.00143595,0.00143595,0.00143595
9,155.223,0.67935,0.88159,1.05421,0.96025,0.99261,0.98937,0.84588,0.53009,0.73361,0.96277,0.00140295,0.00140295,0.00140295
10,172.034,0.66817,0.85503,1.05451,0.97818,0.9938,0.99224,0.86863,0.51199,0.66008,0.93391,0.00136994,0.00136994,0.00136994
11,188.75,0.63613,0.79112,1.03232,0.94593,0.99098,0.98671,0.86061,0.50126,0.66815,0.94192,0.00133693,0.00133693,0.00133693
12,205.447,0.63515,0.81079,1.06018,0.97059,0.97533,0.98923,0.87881,0.47168,0.65217,0.92714,0.00130393,0.00130393,0.00130393
13,222.046,0.61399,0.71954,1.01719,0.93771,0.97783,0.96982,0.85638,0.49799,0.69987,0.92675,0.00127092,0.00127092,0.00127092
14,238.859,0.60916,0.76929,1.01533,0.97219,0.98522,0.98951,0.90092,0.43739,0.60798,0.91195,0.00123791,0.00123791,0.00123791
15,255.165,0.59697,0.74353,1.0262,0.97793,0.98248,0.99353,0.90556,0.43538,0.57345,0.91839,0.00120491,0.00120491,0.00120491
16,271.24,0.57815,0.69868,0.9981,0.98835,0.99015,0.99462,0.89471,0.4593,0.53088,0.9146,0.0011719,0.0011719,0.0011719
17,288.769,0.55574,0.7053,0.9958,0.99115,0.99507,0.99498,0.8941,0.45408,0.54216,0.90966,0.00113889,0.00113889,0.00113889
