epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,549.183,0.77013,0.57397,1.02182,0.95962,0.96989,0.98977,0.82772,0.64365,0.48154,0.98014,0.000555178,0.000555178,0.000555178
2,1078.59,0.80849,0.59077,1.03541,0.96445,0.97195,0.98986,0.81577,0.68091,0.48806,0.95542,0.00106685,0.00106685,0.00106685
3,1602.6,0.82005,0.60539,1.04303,0.97035,0.97578,0.99044,0.81332,0.69197,0.47906,0.96484,0.00153452,0.00153452,0.00153452
4,2198.46,0.80653,0.58992,1.04034,0.96912,0.97944,0.98856,0.81122,0.68247,0.47352,0.97883,0.00146896,0.00146896,0.00146896
5,2731.23,0.79404,0.57159,1.02685,0.97734,0.98076,0.99195,0.82297,0.69176,0.43146,0.95188,0.00140295,0.00140295,0.00140295
6,3335.53,0.78299,0.56783,1.02531,0.97699,0.9859,0.99239,0.80741,0.72522,0.44607,0.96153,0.00133693,0.00133693,0.00133693
7,3933.81,0.77368,0.54199,1.0249,0.97635,0.98226,0.99282,0.83209,0.66525,0.42937,0.95963,0.00127092,0.00127092,0.00127092
8,4498.46,0.75221,0.52474,1.01504,0.97331,0.97885,0.99212,0.82764,0.66061,0.42163,0.95246,0.00120491,0.00120491,0.00120491
9,5041.51,0.75368,0.52733,1.01866,0.98133,0.9884,0.99393,0.84402,0.60984,0.3893,0.93017,0.00113889,0.00113889,0.00113889
10,5612.1,0.7353,0.51046,1.00875,0.98354,0.98164,0.99336,0.84846,0.60638,0.38705,0.93147,0.00107288,0.00107288,0.00107288
11,6187.71,0.7399,0.49744,1.00772,0.97804,0.98767,0.99128,0.84493,0.61502,0.3766,0.93632,0.00100687,0.00100687,0.00100687
12,6757.87,0.73189,0.48426,1.01047,0.9893,0.99129,0.99388,0.85024,0.61892,0.3583,0.92904,0.000940855,0.000940855,0.000940855
13,7339.78,0.71202,0.47423,0.99749,0.98494,0.99222,0.9934,0.85115,0.5989,0.3594,0.9254,0.000874842,0.000874842,0.000874842
14,7924.27,0.71157,0.46977,0.99802,0.988,0.99151,0.99358,0.85758,0.60093,0.3601,0.92674,0.000808828,0.000808828,0.000808828
15,8498.94,0.69914,0.46672,0.99964,0.98944,0.99084,0.99357,0.85683,0.58996,0.34851,0.92412,0.000742815,0.000742815,0.000742815
16,9064.69,0.63891,0.40439,0.9691,0.98827,0.9901,0.99368,0.85286,0.60646,0.36758,0.92875,0.000676802,0.000676802,0.000676802
17,9674.68,0.63514,0.38713,0.96354,0.99122,0.99266,0.99377,0.86672,0.58339,0.34253,0.91421,0.000610789,0.000610789,0.000610789
18,10261.4,0.61027,0.36845,0.95554,0.99048,0.99178,0.99365,0.87464,0.55208,0.32814,0.91055,0.000544776,0.000544776,0.000544776
19,10854.1,0.60295,0.35879,0.95574,0.98993,0.99339,0.99383,0.86919,0.55917,0.32709,0.91468,0.000478762,0.000478762,0.000478762
20,11447.7,0.59271,0.34894,0.95167,0.99193,0.99341,0.9941,0.87493,0.55906,0.31899,0.90782,0.000412749,0.000412749,0.000412749
21,12035.6,0.58297,0.34381,0.94672,0.99206,0.99501,0.99425,0.88037,0.55057,0.30786,0.90244,0.000346736,0.000346736,0.000346736
22,12643.8,0.5727,0.33267,0.93729,0.99325,0.99417,0.99436,0.88593,0.53873,0.30284,0.89665,0.000280723,0.000280723,0.000280723
23,13253.1,0.56876,0.32651,0.93972,0.99486,0.99483,0.99405,0.88261,0.52827,0.2983,0.89769,0.00021471,0.00021471,0.00021471
24,13853.1,0.55684,0.3184,0.93604,0.99339,0.99394,0.99434,0.88572,0.52879,0.29352,0.89474,0.000148696,0.000148696,0.000148696
25,14439.9,0.54695,0.3124,0.93192,0.99429,0.99427,0.99434,0.89177,0.51758,0.28825,0.89284,8.26832e-05,8.26832e-05,8.26832e-05
