epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1627.07,0.42857,0.39128,0.93143,0.99456,0.99767,0.99498,0.94626,0.31551,0.29584,0.85145,0.000511769,0.000511769,0.000511769
37,1674.75,0.43375,0.38508,0.92953,0.99781,0.99381,0.99499,0.94241,0.31308,0.29733,0.84994,0.000478762,0.000478762,0.000478762
38,1720.37,0.42175,0.38101,0.93709,0.99891,0.99812,0.995,0.93575,0.3465,0.29857,0.86332,0.000445756,0.000445756,0.000445756
39,1765.95,0.43264,0.38797,0.94332,0.99771,0.99891,0.995,0.94417,0.3187,0.28419,0.85559,0.000412749,0.000412749,0.000412749
40,1811.24,0.40639,0.36714,0.92495,0.99782,0.99868,0.995,0.93865,0.33407,0.28558,0.85388,0.000379743,0.000379743,0.000379743
41,1853.98,0.39176,0.36412,0.89134,0.98807,0.99454,0.99481,0.92285,0.37454,0.33408,0.87347,0.000346736,0.000346736,0.000346736
42,1896.47,0.35958,0.32614,0.8553,0.99222,0.99891,0.99496,0.94034,0.32035,0.31142,0.85459,0.000313729,0.000313729,0.000313729
43,1939,0.35387,0.31229,0.87748,0.99782,0.99765,0.99499,0.93629,0.32653,0.29549,0.85536,0.000280723,0.000280723,0.000280723
44,1982.14,0.34873,0.30872,0.86788,0.99959,0.99672,0.995,0.94045,0.31478,0.27883,0.85172,0.000247716,0.000247716,0.000247716
45,2024.84,0.32999,0.29547,0.8501,1,0.99768,0.995,0.9408,0.31227,0.2751,0.85024,0.00021471,0.00021471,0.00021471
46,2079.72,0.32039,0.28882,0.85968,0.99988,0.99672,0.995,0.94127,0.32337,0.27989,0.85309,0.000181703,0.000181703,0.000181703
47,2133.42,0.32103,0.285,0.84495,1,0.99668,0.995,0.93848,0.33371,0.28312,0.85701,0.000148696,0.000148696,0.000148696
48,2197.28,0.32201,0.28712,0.84369,0.99983,0.99891,0.995,0.93959,0.32942,0.26948,0.85571,0.00011569,0.00011569,0.00011569
49,2257.64,0.31431,0.28163,0.85148,0.99986,0.99891,0.995,0.94277,0.31542,0.26202,0.8515,8.26832e-05,8.26832e-05,8.26832e-05
50,2307.07,0.32102,0.2756,0.85901,0.99979,0.99891,0.995,0.939,0.32597,0.26929,0.85591,4.96766e-05,4.96766e-05,4.96766e-05
