epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.0021,0.96216,0.80745,1.09245,0.79745,0.80344,0.86618,0.59339,1.04558,0.89791,1.19278,0.00053344,0.00053344,0.00053344
2,28.0853,0.89822,0.63396,1.06591,0.93733,0.93957,0.97523,0.75407,0.80046,0.58321,1.02726,0.0010621,0.0010621,0.0010621
3,41.481,0.88757,0.61544,1.0619,0.95264,0.94695,0.97543,0.73525,0.87319,0.58137,1.04309,0.00156897,0.00156897,0.00156897
4,54.0428,0.87151,0.59884,1.05172,0.94691,0.95483,0.97857,0.75238,0.8388,0.58869,1.02846,0.00156798,0.00156798,0.00156798
5,65.3671,0.85913,0.58841,1.04183,0.96735,0.9613,0.97923,0.75575,0.81314,0.57078,1.01585,0.00153497,0.00153497,0.00153497
6,78.5814,0.84484,0.57872,1.02516,0.96076,0.9657,0.97404,0.76603,0.82206,0.56213,1.01163,0.00150197,0.00150197,0.00150197
7,91.6792,0.84126,0.58229,1.03151,0.95165,0.95992,0.97343,0.77103,0.7746,0.53103,1.00762,0.00146896,0.00146896,0.00146896
8,105.132,0.83798,0.57699,1.04234,0.97029,0.95552,0.98056,0.77067,0.79776,0.52368,1.00311,0.00143595,0.00143595,0.00143595
9,118.583,0.8195,0.53714,1.02699,0.93957,0.94951,0.97271,0.74117,0.83149,0.57553,1.04396,0.00140295,0.00140295,0.00140295
10,131.674,0.79781,0.52513,1.02302,0.96554,0.96628,0.97841,0.77442,0.78579,0.51005,1.00301,0.00136994,0.00136994,0.00136994
11,145.139,0.80764,0.53942,1.02063,0.9732,0.94911,0.98156,0.76861,0.78886,0.53129,1.00831,0.00133693,0.00133693,0.00133693
12,158.07,0.80173,0.53504,1.02248,0.95173,0.92806,0.9744,0.72827,0.9052,0.61728,1.08369,0.00130393,0.00130393,0.00130393
13,170.292,0.81739,0.53931,1.02088,0.94359,0.93448,0.97059,0.72485,0.90405,0.60945,1.08577,0.00127092,0.00127092,0.00127092
14,182.824,0.77867,0.53275,1.00254,0.96741,0.96296,0.98433,0.77616,0.77643,0.50851,1.0081,0.00123791,0.00123791,0.00123791
15,195.497,0.76525,0.51307,1.00456,0.9344,0.94231,0.96813,0.75021,0.82018,0.5635,1.06254,0.00120491,0.00120491,0.00120491
16,208.535,0.78237,0.52099,1.01116,0.84617,0.78034,0.8709,0.56931,1.16461,0.91678,1.46084,0.0011719,0.0011719,0.0011719
17,221.317,0.74467,0.49059,0.99787,0.96555,0.96282,0.98202,0.79084,0.76005,0.50214,0.99136,0.00113889,0.00113889,0.00113889
18,234.71,0.73942,0.49691,0.98732,0.95248,0.94275,0.97897,0.76838,0.78113,0.51081,1.01834,0.00110589,0.00110589,0.00110589
19,247.739,0.75444,0.49935,1.00021,0.97113,0.96306,0.98136,0.78024,0.77559,0.49189,0.99915,0.00107288,0.00107288,0.00107288
20,260.692,0.75608,0.4981,0.99162,0.97217,0.95356,0.97748,0.79405,0.73069,0.48728,0.9785,0.00103987,0.00103987,0.00103987
21,273.192,0.74216,0.48946,0.98862,0.97292,0.96565,0.98031,0.7867,0.76621,0.50102,0.98201,0.00100687,0.00100687,0.00100687
22,284.997,0.73762,0.48499,0.98444,0.96237,0.95987,0.97868,0.79945,0.71955,0.46855,0.98566,0.000973861,0.000973861,0.000973861
23,297.878,0.75167,0.50427,1.00427,0.98303,0.95992,0.98604,0.76089,0.86435,0.50321,1.03278,0.000940855,0.000940855,0.000940855
24,310.843,0.73277,0.47945,0.98764,0.97095,0.95666,0.98545,0.79042,0.7563,0.48898,0.99353,0.000907848,0.000907848,0.000907848
25,324.052,0.74509,0.4916,0.9889,0.96247,0.96239,0.98191,0.78488,0.76226,0.47571,0.98015,0.000874842,0.000874842,0.000874842
26,336.757,0.71384,0.46902,0.98113,0.97667,0.96947,0.98861,0.80867,0.70798,0.43823,0.97116,0.000841835,0.000841835,0.000841835
27,350.593,0.70748,0.45576,0.98002,0.98381,0.97074,0.98682,0.7976,0.73522,0.4323,0.98955,0.000808828,0.000808828,0.000808828
28,363.313,0.70741,0.46742,0.98448,0.9698,0.96005,0.98766,0.80317,0.72014,0.44792,0.98743,0.000775822,0.000775822,0.000775822
29,375.479,0.70947,0.46568,0.97563,0.98036,0.97328,0.98455,0.81037,0.70108,0.45172,0.9728,0.000742815,0.000742815,0.000742815
30,387.422,0.70151,0.44548,0.97795,0.98194,0.96841,0.98292,0.80017,0.73161,0.44827,0.9791,0.000709809,0.000709809,0.000709809
31,400.249,0.67696,0.44114,0.96581,0.97869,0.9701,0.98762,0.80935,0.70751,0.43294,0.97023,0.000676802,0.000676802,0.000676802
32,414.158,0.68917,0.4477,0.96261,0.98199,0.96628,0.98716,0.80948,0.7063,0.43916,0.96729,0.000643795,0.000643795,0.000643795
33,427.093,0.67468,0.43793,0.96768,0.97829,0.96374,0.9854,0.79566,0.71502,0.44474,0.98059,0.000610789,0.000610789,0.000610789
34,439.853,0.68052,0.44483,0.97081,0.9798,0.9701,0.98796,0.80748,0.70322,0.43652,0.9762,0.000577782,0.000577782,0.000577782
35,452.697,0.66672,0.42737,0.95889,0.98396,0.97543,0.9894,0.81821,0.67415,0.40725,0.96106,0.000544776,0.000544776,0.000544776
36,465.862,0.65865,0.42492,0.95523,0.98766,0.96718,0.9899,0.81275,0.69785,0.42836,0.96807,0.000511769,0.000511769,0.000511769
37,478.086,0.65184,0.41583,0.95266,0.98417,0.97646,0.98924,0.82266,0.67485,0.42232,0.95493,0.000478762,0.000478762,0.000478762
38,489.792,0.65057,0.42325,0.95187,0.9833,0.97391,0.98788,0.82842,0.65812,0.41483,0.95105,0.000445756,0.000445756,0.000445756
39,502.345,0.63932,0.41192,0.96072,0.98435,0.97519,0.99064,0.82644,0.67607,0.40089,0.95794,0.000412749,0.000412749,0.000412749
40,515.124,0.63948,0.41076,0.94956,0.9821,0.97721,0.98881,0.83018,0.6551,0.39521,0.95028,0.000379743,0.000379743,0.000379743
41,529.493,0.69974,0.43432,0.98257,0.97947,0.97127,0.99074,0.82257,0.67445,0.39932,0.95155,0.000346736,0.000346736,0.000346736
42,541.676,0.68594,0.41222,0.9813,0.98457,0.97404,0.99089,0.82522,0.65547,0.39132,0.94641,0.000313729,0.000313729,0.000313729
