epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,4412.32,0.84176,0.59344,1.04136,0.95906,0.96805,0.98791,0.77934,0.77796,0.56547,1.01187,0.000478762,0.000478762,0.000478762
38,4543.59,0.85618,0.60427,1.05186,0.95822,0.97932,0.98958,0.78699,0.76361,0.49592,0.99089,0.000445756,0.000445756,0.000445756
39,4672.27,0.83377,0.61921,1.04309,0.96124,0.97355,0.99055,0.7852,0.75958,0.49799,0.99659,0.000412749,0.000412749,0.000412749
40,4801.93,0.84417,0.60464,1.04013,0.94133,0.9697,0.98765,0.77792,0.78271,0.51072,0.99519,0.000379743,0.000379743,0.000379743
41,4939.58,0.79157,0.56728,1.00885,0.91866,0.95937,0.98324,0.76834,0.8105,0.57212,1.0048,0.000346736,0.000346736,0.000346736
42,5077.86,0.78064,0.54303,0.99563,0.93373,0.97452,0.98659,0.781,0.76587,0.53431,0.99131,0.000313729,0.000313729,0.000313729
43,5212.08,0.77122,0.51654,0.991,0.96139,0.96488,0.98867,0.78022,0.77656,0.51312,0.99379,0.000280723,0.000280723,0.000280723
44,5346.56,0.75059,0.48491,0.97806,0.9707,0.9449,0.98579,0.78259,0.7751,0.54956,0.99117,0.000247716,0.000247716,0.000247716
45,5480.19,0.73737,0.47471,0.9784,0.95978,0.95313,0.9881,0.78436,0.76663,0.52532,0.98866,0.00021471,0.00021471,0.00021471
46,5611,0.73777,0.46518,0.97713,0.92697,0.9814,0.9866,0.78048,0.78086,0.55056,0.98333,0.000181703,0.000181703,0.000181703
47,5740.57,0.74232,0.46378,0.97538,0.91209,0.9573,0.98202,0.78099,0.75308,0.55638,0.97797,0.000148696,0.000148696,0.000148696
48,5870.06,0.72452,0.44419,0.96537,0.92561,0.96901,0.98436,0.77887,0.76678,0.55369,0.9831,0.00011569,0.00011569,0.00011569
49,6012.78,0.72586,0.44631,0.9805,0.96195,0.97513,0.9902,0.79353,0.75055,0.50657,0.98146,8.26832e-05,8.26832e-05,8.26832e-05
50,6154.34,0.72812,0.44864,0.98135,0.96842,0.97383,0.99127,0.79802,0.73593,0.4993,0.97311,4.96766e-05,4.96766e-05,4.96766e-05
