epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,248.873,0.33242,0.32237,0.87215,0.95496,0.99338,0.98635,0.97048,0.24169,0.22983,0.75258,0.00020004,0.00020004,0.00020004
2,473.492,0.34045,0.35459,0.88009,0.95602,0.99449,0.98616,0.96817,0.2492,0.24181,0.75207,0.000408498,0.000408498,0.000408498
3,706.125,0.33109,0.30515,0.86072,0.94958,0.99662,0.98527,0.95907,0.27995,0.25609,0.75952,0.000608375,0.000608375,0.000608375
4,931.25,0.35864,0.37809,0.87712,0.94852,0.99338,0.98209,0.94805,0.30427,0.27608,0.77259,0.00079967,0.00079967,0.00079967
5,1164.37,0.34222,0.31191,0.86447,0.95151,0.99521,0.98477,0.94552,0.33322,0.25984,0.7834,0.000982383,0.000982383,0.000982383
6,1387.57,0.36157,0.32942,0.88594,0.95165,0.98787,0.98099,0.94797,0.31487,0.27599,0.77136,0.00115651,0.00115651,0.00115651
7,1610.77,0.36191,0.33236,0.87751,0.93542,0.97419,0.98603,0.94062,0.34379,0.31082,0.78405,0.00132206,0.00132206,0.00132206
8,1834.71,0.36751,0.32117,0.88016,0.92834,0.95693,0.977,0.91302,0.38265,0.38694,0.79893,0.00143595,0.00143595,0.00143595
9,2057.03,0.40185,0.40543,0.89183,0.94918,0.9885,0.98388,0.93949,0.32058,0.28861,0.77516,0.00140295,0.00140295,0.00140295
10,2275.58,0.36288,0.32479,0.87941,0.94718,0.98567,0.98743,0.92671,0.37577,0.30625,0.78966,0.00136994,0.00136994,0.00136994
11,2501.17,0.37985,0.3469,0.87959,0.93904,0.96808,0.98546,0.93352,0.31084,0.3422,0.77734,0.00133693,0.00133693,0.00133693
12,2721.03,0.35392,0.31762,0.86648,0.94699,0.96504,0.98776,0.95244,0.29524,0.30191,0.7645,0.00130393,0.00130393,0.00130393
13,2945.28,0.3687,0.33742,0.87726,0.94676,0.9999,0.99044,0.95771,0.29679,0.25467,0.76838,0.00127092,0.00127092,0.00127092
14,3164.42,0.36441,0.31826,0.85521,0.9654,0.99338,0.98682,0.94945,0.32909,0.27429,0.77718,0.00123791,0.00123791,0.00123791
