epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,68.6941,0.83591,0.57395,1.07382,0.89933,0.90385,0.95261,0.72353,0.89024,0.55518,1.03909,0.000552757,0.000552757,0.000552757
2,130.227,0.83073,0.56167,1.04721,0.90419,0.92994,0.96675,0.74226,0.85814,0.52702,1.03735,0.00108648,0.00108648,0.00108648
3,191.863,0.85984,0.59291,1.06344,0.94673,0.95352,0.98401,0.77884,0.7778,0.45838,0.9965,0.00159819,0.00159819,0.00159819
4,252.792,0.84421,0.57862,1.05057,0.95959,0.97084,0.98826,0.77507,0.77932,0.44701,1.00537,0.00156798,0.00156798,0.00156798
5,313.812,0.8438,0.56568,1.04768,0.94154,0.96561,0.98214,0.78893,0.74458,0.43855,0.99023,0.00153497,0.00153497,0.00153497
6,376.326,0.8179,0.55504,1.04273,0.95047,0.97178,0.98671,0.78605,0.77756,0.44108,1.02028,0.00150197,0.00150197,0.00150197
7,437.321,0.81615,0.54481,1.03196,0.92109,0.94991,0.97942,0.77444,0.74159,0.48716,0.99528,0.00146896,0.00146896,0.00146896
8,498.784,0.80439,0.53026,1.03424,0.95347,0.97254,0.98805,0.81139,0.69111,0.42628,0.97029,0.00143595,0.00143595,0.00143595
9,558.892,0.79801,0.52689,1.02628,0.6034,0.55749,0.58165,0.31401,1.68038,1.75268,1.73235,0.00140295,0.00140295,0.00140295
10,620.533,0.79685,0.52408,1.02995,0.95606,0.97742,0.99006,0.78863,0.77736,0.43541,0.9852,0.00136994,0.00136994,0.00136994
11,680.563,0.79558,0.5267,1.03269,0.90347,0.83506,0.93107,0.6912,0.91072,0.62508,1.10505,0.00133693,0.00133693,0.00133693
12,740.999,0.78491,0.50646,1.02154,0.9529,0.97961,0.99041,0.81052,0.71108,0.41548,0.96884,0.00130393,0.00130393,0.00130393
13,801.525,0.76726,0.49382,1.00894,0.96748,0.98104,0.99138,0.81516,0.71468,0.41208,0.97142,0.00127092,0.00127092,0.00127092
14,862.304,0.77091,0.49945,1.01624,0.96184,0.98148,0.99003,0.82228,0.66846,0.40474,0.95168,0.00123791,0.00123791,0.00123791
15,924.559,0.77213,0.50002,1.01788,0.97202,0.98378,0.99189,0.82641,0.67328,0.37985,0.96304,0.00120491,0.00120491,0.00120491
16,985.28,0.76061,0.48985,1.01712,0.97005,0.9715,0.99109,0.82301,0.68889,0.40577,0.95792,0.0011719,0.0011719,0.0011719
17,1047,0.7513,0.47428,1.00552,0.97587,0.98498,0.993,0.8319,0.66317,0.3826,0.95674,0.00113889,0.00113889,0.00113889
18,1108.09,0.74872,0.47812,1.00473,0.94268,0.93927,0.98096,0.77802,0.78615,0.47282,1.0067,0.00110589,0.00110589,0.00110589
19,1169.2,0.74316,0.47001,1.00599,0.97464,0.98367,0.99201,0.83351,0.63904,0.37617,0.94922,0.00107288,0.00107288,0.00107288
20,1230.93,0.73524,0.46461,1.00084,0.97762,0.98696,0.99294,0.83767,0.64125,0.36854,0.94036,0.00103987,0.00103987,0.00103987
21,1292.36,0.74177,0.46709,1.013,0.98256,0.98783,0.99336,0.84005,0.63824,0.36171,0.93911,0.00100687,0.00100687,0.00100687
22,1353.77,0.73231,0.46622,1.00003,0.96281,0.97324,0.99107,0.8104,0.71761,0.4113,0.9727,0.000973861,0.000973861,0.000973861
23,1413.7,0.72141,0.458,0.99462,0.965,0.98334,0.98953,0.82739,0.67035,0.38445,0.94575,0.000940855,0.000940855,0.000940855
24,1474.97,0.71908,0.44644,0.99241,0.97889,0.98937,0.99345,0.85017,0.61916,0.34514,0.92953,0.000907848,0.000907848,0.000907848
25,1535.54,0.72338,0.44521,0.99678,0.9777,0.98517,0.99291,0.84693,0.62111,0.34939,0.93345,0.000874842,0.000874842,0.000874842
26,1596.95,0.71204,0.44111,0.99126,0.97858,0.98696,0.99318,0.84259,0.6236,0.34448,0.94136,0.000841835,0.000841835,0.000841835
27,1656.92,0.70574,0.43266,0.99187,0.98016,0.98537,0.99299,0.85399,0.61999,0.34195,0.93227,0.000808828,0.000808828,0.000808828
28,1718.77,0.69464,0.431,0.98728,0.97871,0.98743,0.99289,0.8537,0.61972,0.33814,0.92835,0.000775822,0.000775822,0.000775822
29,1779.67,0.69755,0.42652,0.98402,0.98143,0.98696,0.99317,0.85228,0.59692,0.33845,0.92408,0.000742815,0.000742815,0.000742815
30,1840.11,0.69854,0.42945,0.98612,0.9788,0.98761,0.99256,0.85118,0.60957,0.33928,0.92477,0.000709809,0.000709809,0.000709809
31,1901.07,0.6903,0.41373,0.9807,0.98103,0.98948,0.9934,0.85487,0.6098,0.33743,0.92708,0.000676802,0.000676802,0.000676802
32,1961.11,0.68457,0.42069,0.97701,0.98301,0.98794,0.99376,0.85977,0.59098,0.32618,0.91662,0.000643795,0.000643795,0.000643795
33,2022.82,0.68852,0.40934,0.98081,0.97907,0.98949,0.99319,0.85676,0.5941,0.33329,0.91509,0.000610789,0.000610789,0.000610789
34,2082.91,0.67964,0.40738,0.97424,0.97936,0.98817,0.99336,0.8559,0.59522,0.33049,0.92043,0.000577782,0.000577782,0.000577782
35,2144.21,0.67644,0.40515,0.97638,0.98776,0.99043,0.99434,0.86984,0.58122,0.31577,0.91097,0.000544776,0.000544776,0.000544776
36,2204.61,0.66009,0.39705,0.97032,0.98577,0.9909,0.99375,0.85724,0.6081,0.32788,0.92037,0.000511769,0.000511769,0.000511769
37,2264.82,0.67585,0.401,0.97659,0.98591,0.99079,0.99408,0.86491,0.58375,0.32225,0.91245,0.000478762,0.000478762,0.000478762
38,2325.97,0.66363,0.39643,0.97191,0.98571,0.99033,0.99387,0.86787,0.57616,0.3087,0.90528,0.000445756,0.000445756,0.000445756
39,2385.84,0.66037,0.39154,0.96895,0.9857,0.99006,0.99405,0.86726,0.57419,0.30835,0.91183,0.000412749,0.000412749,0.000412749
40,2446.88,0.66059,0.38679,0.9696,0.98818,0.98992,0.99413,0.86969,0.57225,0.30753,0.90562,0.000379743,0.000379743,0.000379743
41,2507.59,0.62571,0.36085,0.96563,0.98504,0.98863,0.99372,0.86421,0.59744,0.31396,0.91082,0.000346736,0.000346736,0.000346736
42,2566.19,0.6069,0.34888,0.9559,0.99025,0.9904,0.99426,0.87739,0.55759,0.30139,0.89715,0.000313729,0.000313729,0.000313729
43,2625.63,0.59658,0.3402,0.95727,0.98926,0.98976,0.99432,0.87804,0.55729,0.29958,0.89365,0.000280723,0.000280723,0.000280723
44,2684.41,0.58674,0.32825,0.94587,0.98852,0.99133,0.99429,0.8854,0.5511,0.29501,0.89153,0.000247716,0.000247716,0.000247716
45,2743.38,0.57515,0.32268,0.945,0.99046,0.99145,0.99441,0.88497,0.54768,0.30178,0.89109,0.00021471,0.00021471,0.00021471
46,2802.56,0.57785,0.32065,0.94084,0.98788,0.99179,0.99422,0.88814,0.53796,0.29485,0.88826,0.000181703,0.000181703,0.000181703
47,2861.44,0.56915,0.31782,0.94169,0.99083,0.99156,0.99447,0.88856,0.5384,0.28875,0.88674,0.000148696,0.000148696,0.000148696
48,2920.34,0.5703,0.31804,0.94284,0.98971,0.99055,0.99453,0.89004,0.5373,0.29111,0.88377,0.00011569,0.00011569,0.00011569
